backbone,dataset,method,variant,seed,run_id,source_artifact,commit,evidence_tier,manuscript_role,paired_control_run_id,paired_variant,pair_valid,parameter_match_pct,trainability_regime,trainable_parameters,selector_metric,selected_epoch,balanced_accuracy,macro_f1,kappa,weighted_f1,audit_status,audit_notes,selection_rule
LaBraM,SEED-V,upper2,upper,42,seedv_final_upper2_s42_b16_lr3e-4_e40_test,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/seedv_final_upper2_s42_b16_lr3e-4_e40_test,,PRIMARY_CANDIDATE,BOUNDARY;RQ3,,,,,trainable,966365,validation_kappa,30,0.3865104415469833,,0.23497558200146218,0.3943653956180901,UNREVIEWED,,complete_three_seed:upper2:upper
CBraMod,seedv,native_full_finetune,channel,1024,seedv_native_full_channel_s1024,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s1024,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,14995610,validation_kappa,29,0.4031073473273993,0.4030770964656445,0.26016038755037885,0.4128267744576811,UNREVIEWED,,complete_three_seed:native_full_finetune:channel
CBraMod,seedv,native_full_finetune,channel,3407,seedv_native_full_channel_s3407,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s3407,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,14995610,validation_kappa,18,0.38519024059184903,0.3833441141950308,0.23778118515098023,0.3937867249915951,UNREVIEWED,,complete_three_seed:native_full_finetune:channel
CBraMod,seedv,native_full_finetune,channel,42,seedv_native_full_channel_s42,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/seedv/seedv_native_full_channel_s42,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,14995610,validation_kappa,4,0.39765357730950784,0.39754644853589305,0.25425479008590235,0.40815404010215556,UNREVIEWED,,complete_three_seed:native_full_finetune:channel
CBraMod,tuev,full_finetune,none,1024,tuev_cbramod_dense_s1024_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s1024_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,21086206,validation_kappa,12,0.6449209384201723,0.6015572180823171,0.6258049121735196,0.8053685026713142,UNREVIEWED,,complete_three_seed:full_finetune:none
CBraMod,tuev,full_finetune,none,3407,tuev_cbramod_dense_s3407_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s3407_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,21086206,validation_kappa,5,0.5967228432909115,0.5670986023891754,0.6688489562887722,0.8252821309519703,UNREVIEWED,,complete_three_seed:full_finetune:none
CBraMod,tuev,full_finetune,none,42,tuev_cbramod_dense_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_dense_s42_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,21086206,validation_kappa,5,0.6187851311407706,0.5277150656834997,0.6326770201492334,0.8111272563143976,UNREVIEWED,,complete_three_seed:full_finetune:none
CBraMod,tuev,axis_blind,generic_token_control,1024,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ2,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,16262355,validation_kappa,3,0.4631238468124301,0.48207995828534617,0.4634932475667418,0.7250984677993937,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
CBraMod,tuev,axis_blind,generic_token_control,3407,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ2,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,16262355,validation_kappa,5,0.4624084200865434,0.4749475971827315,0.4646100399866223,0.725217672944055,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
CBraMod,tuev,axis_blind,generic_token_control,42,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ2,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,16262355,validation_kappa,13,0.4484764421640722,0.4719184890066499,0.44637853176665965,0.7155010797330563,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
CBraMod,tuev,interaction_aligned,channel_patch,1024,tuev_cbramod_frozen_channel_patch_s1024_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s1024_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1;RQ2,tuev_cbramod_frozen_axisblind_s1024_r148_lr1e-4_b8_e20,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,16262016,validation_kappa,3,0.4804948741238085,0.4964129906723327,0.47188591051178597,0.7290714805482992,UNREVIEWED,,complete_three_seed:interaction_aligned:channel_patch
CBraMod,tuev,interaction_aligned,channel_patch,3407,tuev_cbramod_frozen_channel_patch_s3407_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s3407_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1;RQ2,tuev_cbramod_frozen_axisblind_s3407_r148_lr1e-4_b8_e20,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,16262016,validation_kappa,5,0.44131067030453225,0.45565671339450664,0.4475318069907215,0.7164435475602838,UNREVIEWED,,complete_three_seed:interaction_aligned:channel_patch
CBraMod,tuev,interaction_aligned,channel_patch,42,tuev_cbramod_frozen_channel_patch_s42_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_channel_patch_s42_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1;RQ2,tuev_cbramod_frozen_axisblind_s42_r148_lr1e-4_b8_e20,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.5654806585597758,frozen,16262016,validation_kappa,13,0.44257555777800617,0.4638179195160819,0.4296084848679441,0.7066781414404987,UNREVIEWED,,complete_three_seed:interaction_aligned:channel_patch
CBraMod,tuev,generic_bottleneck,none,1024,tuev_cbramod_frozen_generic_s1024_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_generic_s1024_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,16228671,validation_kappa,5,0.470090624206543,0.4704185500707072,0.4350475564059423,0.7078262531208811,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,tuev,generic_bottleneck,none,3407,tuev_cbramod_frozen_generic_s3407_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_generic_s3407_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,16228671,validation_kappa,9,0.4663839073369296,0.48218022065964816,0.4498019458688898,0.7170099526665192,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,tuev,generic_bottleneck,none,42,tuev_cbramod_frozen_generic_s42_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_generic_s42_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,16228671,validation_kappa,13,0.4469931134879503,0.4697045270602682,0.4388536472057195,0.7115076694982526,UNREVIEWED,,complete_three_seed:generic_bottleneck:none
CBraMod,tuev,lora,none,1024,tuev_cbramod_frozen_lora_qkv_r8_s1024_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_lora_qkv_r8_s1024_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,16279206,validation_kappa,3,0.5510944352881163,0.5203032753126721,0.5481454694624113,0.7650521159912209,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,tuev,lora,none,3407,tuev_cbramod_frozen_lora_qkv_r8_s3407_lr1e-4_b8_e20_resub,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_lora_qkv_r8_s3407_lr1e-4_b8_e20_resub,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,16279206,validation_kappa,5,0.5487286893225037,0.5287687307521074,0.5310620215897752,0.7577905390019238,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,tuev,lora,none,42,tuev_cbramod_frozen_lora_qkv_r8_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_lora_qkv_r8_s42_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,16279206,validation_kappa,12,0.5653152861956737,0.5306642713326668,0.554942498936728,0.7695771453261946,UNREVIEWED,,complete_three_seed:lora:none
CBraMod,tuev,frozen_probe,none,1024,tuev_cbramod_frozen_probe_s1024_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_probe_s1024_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,16202406,validation_kappa,12,0.43595292064528185,0.45910019787391104,0.44978759623596287,0.7184126934262124,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,tuev,frozen_probe,none,3407,tuev_cbramod_frozen_probe_s3407_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_probe_s3407_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,16202406,validation_kappa,8,0.4622634660888078,0.4920758607718871,0.4888135786192056,0.737567363919175,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,tuev,frozen_probe,none,42,tuev_cbramod_frozen_probe_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_frozen_probe_s42_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,16202406,validation_kappa,5,0.498625760073093,0.49270968095199646,0.47123591970337864,0.7276106191897643,UNREVIEWED,,complete_three_seed:frozen_probe:none
CBraMod,tuev,native_full_finetune,channel_patch,1024,tuev_cbramod_full_channel_patch_s1024_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_patch_s1024_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,21145816,validation_kappa,13,0.6255575977854203,0.5274170275146298,0.5750233439124852,0.7790799522252536,UNREVIEWED,,complete_three_seed:native_full_finetune:channel_patch
CBraMod,tuev,native_full_finetune,channel_patch,3407,tuev_cbramod_full_channel_patch_s3407_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_patch_s3407_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,21145816,validation_kappa,3,0.6499741122331651,0.6392993336050192,0.6479007690870572,0.8134913312080638,UNREVIEWED,,complete_three_seed:native_full_finetune:channel_patch
CBraMod,tuev,native_full_finetune,channel_patch,42,tuev_cbramod_full_channel_patch_s42_r64_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_full_channel_patch_s42_r64_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,21145816,validation_kappa,2,0.6231449034225783,0.6044132413580896,0.6321316862110228,0.8071421920319624,UNREVIEWED,,complete_three_seed:native_full_finetune:channel_patch
CBraMod,tuev,upper_k_finetune,none,1024,tuev_cbramod_upper2_s1024_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_upper2_s1024_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,17007606,validation_kappa,5,0.559305063549036,0.5403012667584285,0.5873000330256613,0.7845457193996405,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,tuev,upper_k_finetune,none,3407,tuev_cbramod_upper2_s3407_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_upper2_s3407_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,17007606,validation_kappa,3,0.5864484905521598,0.5114654896992662,0.5784001052910468,0.77960981233308,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
CBraMod,tuev,upper_k_finetune,none,42,tuev_cbramod_upper2_s42_lr1e-4_b8_e20,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/CBraMod/results/tuev/tuev_cbramod_upper2_s42_lr1e-4_b8_e20,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,17007606,validation_kappa,9,0.524402037858733,0.5007928748295982,0.5261791368031639,0.7554505800208469,UNREVIEWED,,complete_three_seed:upper_k_finetune:none
LaBraM,TUEV,axis_blind,generic_token_control,1024,tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,,PRIMARY_CANDIDATE,RQ2,tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.23717069314297673,frozen,87220,validation_kappa,5,0.4297489266835283,,0.5260672304345931,0.751857384315639,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
LaBraM,TUEV,axis_blind,generic_token_control,3407,tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,,PRIMARY_CANDIDATE,RQ2,tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.23717069314297673,frozen,87220,validation_kappa,5,0.43082288210020714,,0.5260089006630086,0.7517128976491558,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
LaBraM,TUEV,axis_blind,generic_token_control,42,tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,,PRIMARY_CANDIDATE,RQ2,tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.23717069314297673,frozen,87220,validation_kappa,5,0.4316529581471065,,0.5286269743140721,0.7532389595752711,UNREVIEWED,,complete_three_seed:axis_blind:generic_token_control
LaBraM,TUEV,frozen_native_channel_patch,channel_patch,1024,tuev_labram_frozen_channel_patch_lr5e-4_s1024_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_patch_lr5e-4_s1024_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ1;RQ2,tuev_labram_axis_blind_b213_s1024_b64_lr5e-4_e15_scale100,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.23717069314297673,frozen,87016,validation_kappa,3,0.3806402643698943,,0.45672501143136013,0.7089334400412954,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch
LaBraM,TUEV,frozen_native_channel_patch,channel_patch,3407,tuev_labram_frozen_channel_patch_lr5e-4_s3407_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_patch_lr5e-4_s3407_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ1;RQ2,tuev_labram_axis_blind_b213_s3407_b64_lr5e-4_e15_scale100,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.23717069314297673,frozen,87016,validation_kappa,11,0.3815180323887642,,0.41657264005542294,0.6896527708113209,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch
LaBraM,TUEV,frozen_native_channel_patch,channel_patch,42,tuev_labram_frozen_channel_patch_lr5e-4_s42_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_channel_patch_lr5e-4_s42_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ1;RQ2,tuev_labram_axis_blind_b213_s42_b64_lr5e-4_e15_scale100,channel_patch,PAIR_ARTIFACT_UNVERIFIED,0.23717069314297673,frozen,87016,validation_kappa,5,0.41266905925860636,,0.5104404149071955,0.7408350916780715,UNREVIEWED,,complete_three_seed:frozen_native_channel_patch:channel_patch
LaBraM,TUEV,frozen_probe,none,1024,tuev_labram_frozen_dense_lr5e-4_s1024_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_dense_lr5e-4_s1024_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1206,validation_kappa,8,0.3657863675540372,,0.44681521755643017,0.7084236754238097,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,TUEV,frozen_probe,none,3407,tuev_labram_frozen_dense_lr5e-4_s3407_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_dense_lr5e-4_s3407_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1206,validation_kappa,8,0.3657863675540372,,0.44681521755643017,0.7084236754238097,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,TUEV,frozen_probe,none,42,tuev_labram_frozen_dense_lr5e-4_s42_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_frozen_dense_lr5e-4_s42_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ1,,,,,frozen,1206,validation_kappa,8,0.3657863675540372,,0.44681521755643017,0.7084236754238097,UNREVIEWED,,complete_three_seed:frozen_probe:none
LaBraM,TUEV,frozen_native_generic,generic,1024,tuev_labram_generic_lr5e-4_s1024_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_generic_lr5e-4_s1024_b64_e15_scale100,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27471,validation_kappa,5,0.4222147152804263,,0.5301822109375504,0.7531304659998824,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,TUEV,frozen_native_generic,generic,3407,tuev_labram_generic_lr5e-4_s3407_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_generic_lr5e-4_s3407_b64_e15_scale100,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27471,validation_kappa,8,0.4424056685285543,,0.5039280129410464,0.7398735643764255,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,TUEV,frozen_native_generic,generic,42,tuev_labram_generic_lr5e-4_s42_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_generic_lr5e-4_s42_b64_e15_scale100,,PRIMARY_CANDIDATE,CONTEXT,,,,,frozen,27471,validation_kappa,8,0.44534336746787995,,0.5114098197426435,0.7442085989247073,UNREVIEWED,,complete_three_seed:frozen_native_generic:generic
LaBraM,TUEV,lora,qkv,1024,tuev_labram_lora_lr5e-4_s1024_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_lora_lr5e-4_s1024_b64_e15_scale100,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78006,validation_kappa,6,0.5544674620001503,,0.5778734723674348,0.7815878179803782,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,TUEV,lora,qkv,3407,tuev_labram_lora_lr5e-4_s3407_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_lora_lr5e-4_s3407_b64_e15_scale100,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78006,validation_kappa,8,0.5977283322538559,,0.5649072383034774,0.7761774282002611,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,TUEV,lora,qkv,42,tuev_labram_lora_lr5e-4_s42_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_lora_lr5e-4_s42_b64_e15_scale100,,PRIMARY_CANDIDATE,CONTEXT,,,,,trainable,78006,validation_kappa,5,0.5628134503483032,,0.6010881595771316,0.7906025463508185,UNREVIEWED,,complete_three_seed:lora:qkv
LaBraM,TUEV,upper2,upper,1024,tuev_labram_upper2_lr5e-4_s1024_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_upper2_lr5e-4_s1024_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,966566,validation_kappa,4,0.5593111373142944,,0.5188681160984254,0.7525803704245614,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,TUEV,upper2,upper,3407,tuev_labram_upper2_lr5e-4_s3407_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_upper2_lr5e-4_s3407_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,966566,validation_kappa,1,0.5191840344640534,,0.5696205532498113,0.7740174522623927,UNREVIEWED,,complete_three_seed:upper2:upper
LaBraM,TUEV,upper2,upper,42,tuev_labram_upper2_lr5e-4_s42_b64_e15_scale100,/panfs/accrepfs.vampire/data/neurogroup/mingyangjiang/EEGxPlore/LaBraM/checkpoints/tuev_labram_upper2_lr5e-4_s42_b64_e15_scale100,,PRIMARY_CANDIDATE,RQ3,,,,,trainable,966566,validation_kappa,1,0.5452374561737329,,0.6028601446418473,0.7920364656582201,UNREVIEWED,,complete_three_seed:upper2:upper
